Genus	P60	P14	P54	P86	P68	P05	P15	P16	P52	P44	P58	P42	P85	P41	P19	P43	P62	P33	P76	P73	P61	P20	P26	P37	P69	P25	P50	P83	P56	P79	P57	P66	P78	P81	P80	P72	P49	P67	P46	P82	P75
Robiginitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia	0.0362383991891993	0.00331619617049432	0.00249123936952825	0.0262432995100956	0.005140744372822	0.0014892574896258	0.00588125325058505	0.0055771799777929	0.00248715050416128	0.00463674247875555	0.00731893641156573	0.0160243705404761	0.00455513505136455	0.00212600089290274	0.00721173071098449	0.000873217890460024	0.00875245934523636	0.0208928111465509	0.00881139257977121	0.178491989932139	0.0178453170729067	0.00998419516669483	0.00454963167634104	0.00477007253979578	0.00425176708599481	0.00301696130139042	0.0278394376719274	0.0238438241555134	0.00523852489324535	0.00228072874224499	0.0088596641116397	0.00570322484432117	0.00719673161945041	0.00960221257898922	0.00656588303357279	0.00264835462076953	0.0074749713735049	0.00583693182098511	0.0026463934747209	0.00393528486441065	0.00270208131614384
Roseobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia	0	0	4.18692978006019e-08	0	0	0	0	0	3.94028693787738e-08	0	0	0	0	0	0	0	0	0	3.96078941154945e-08	0	0	0	0	0	4.95779739564831e-08	0	0	0	0	4.10496746760942e-08	0	0	4.01263321423064e-08	0	0	0	0	0	0	0	0
Rubrivivax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus	0.00464854089795291	0.00121065033936043	0.00370752410800349	0.00913297822155622	0.00388525158269207	0.00156412713950934	0.00173885074478697	0.00167236965092969	0.0107456187583924	0.00248526051080213	0.00899216362973976	0.00411854250948237	0.00422981215576279	0.00139406512335688	0.0011259120127273	0.00362107087937686	0.00420103184166562	0.00436653374667227	0.00376058071955641	0.00611030720551598	0.00503236963557619	0.00242930073397998	0.0031215098579434	0.0125066126409078	0.00258016940731282	0.00116036489588939	0.00797413247802718	0.00199005186251211	0.00222230469787668	0.00559967900434319	0.00695022537331286	0.00395521799904221	0.00404052898665713	0.00701130379594174	0.00624553874394397	0.00608776921294096	0.00201766343067607	0.00605302295756465	0.00273108276419168	0.00258414311317541	0.0289222594413019
Saccharomonospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmonella	0.000120611605902613	1.21534390801575e-05	4.12908858060242e-07	2.45040005067629e-07	4.89434840262865e-07	8.30318060582745e-06	8.45617582635039e-06	2.94569858524016e-05	3.45445562631096e-06	3.91282719087843e-06	2.3850235868955e-05	8.86360404732768e-06	4.09822604112036e-06	2.16444107591402e-05	4.87400077260252e-08	1.039951644894e-05	1.01904990343085e-06	1.96167113742743e-06	2.21003265672737e-06	3.40102038676828e-05	9.84806393765541e-06	9.17344430542568e-07	5.67785518804097e-06	9.66476277277087e-06	5.23961238406221e-05	5.97418062907165e-06	2.01171912984921e-05	4.93572984673345e-06	8.41294020245175e-07	9.45912607737275e-06	0.000120650917132647	7.48924310551182e-07	1.20586190087382e-05	5.36617718548009e-06	2.76194872490245e-05	6.75283371494909e-06	7.63641173167209e-06	4.78308178711915e-06	6.17014957485475e-05	1.89693330586123e-05	9.94247583596098e-07
Scardovia	0	0	0	0	0	0	0	1.21078258455835e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52044342183247e-07	0	0	4.64044389948684e-07	0	0
Sebaldella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46718220069543e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas	5.76945176691394e-08	0	0	3.14101797693604e-06	1.92642034080313e-07	0	1.04336851469409e-07	1.0357259608248e-05	5.89261001362969e-07	0	3.30371402239523e-07	6.7737936804408e-07	0	9.24343542234257e-08	0	1.89967261227533e-06	1.14597683714074e-06	3.23603672064907e-07	4.3405592198333e-07	2.72227088777912e-07	2.06996747257336e-07	0	0	3.31010423797013e-06	2.98430239703936e-06	6.6724533391556e-06	0	5.08074441012969e-07	8.82127126070375e-08	0	5.83724616010904e-06	7.73457551987319e-08	4.44802156885391e-08	5.62728582489626e-08	1.49458707980963e-07	9.83101918286046e-08	4.36696111258737e-07	2.48245867676751e-05	5.40574520080535e-07	5.78388661004508e-06	6.7281685657606e-07
Serratia	1.36515736848646e-05	5.1466934192792e-06	3.11547137177707e-08	0	0	5.93537955396585e-07	7.51115894030749e-07	4.32407429377164e-06	2.36417216272643e-07	0	1.22274142233168e-06	1.02984680554102e-06	9.83063505145703e-07	0	4.9869743004443e-08	6.06637614740147e-07	0	0	2.33934124619639e-07	2.40056754328666e-07	6.06939037852158e-07	0	0	1.07777388467638e-06	4.93931570812781e-06	0	0	9.6963936404416e-08	1.32231276418193e-07	3.32687882636196e-06	9.68757615348477e-06	0	2.05414214223468e-06	2.63675209304808e-06	5.63181047313695e-08	0	0	7.9448238046002e-08	3.16856312082693e-06	3.10530015446264e-06	0
Shewanella	2.48170220622536e-07	0	0	1.92571144690896e-08	0	2.04406933499971e-07	8.0577632799488e-07	0	0	3.21581071641894e-07	2.07639329337632e-07	1.08160399825436e-07	0	0	0	1.15090392287084e-07	0	0	0	1.39622500419136e-07	0	0	0	5.20842021894596e-08	1.3526875999668e-06	0	0	0	0	6.95819597648592e-08	5.50586330092876e-06	0	0	0	1.25629396569545e-07	0	0	0	1.90090472991027e-07	1.24109901904648e-07	0
Shuttleworthia	2.07145651111037e-07	1.51097747236533e-06	4.93645100066101e-06	2.85801607063638e-06	7.48946040904489e-07	4.69231965852275e-07	2.05661197155139e-07	2.9652546348433e-07	9.85447704003038e-07	1.21549380780662e-06	3.13665091425841e-06	4.56255666837481e-06	6.2417751339695e-07	0	2.97361415934216e-07	1.63190463034636e-06	3.37961529690174e-06	3.03549065730841e-06	1.65605894607401e-06	3.49282633088015e-06	4.37992896625729e-07	1.25271980361454e-06	1.87810223366911e-07	1.67310707367558e-06	1.7574359302751e-06	1.48544694331918e-06	5.61747599920998e-06	4.64425981469759e-07	0	3.19702556918199e-06	0	1.98865109783093e-07	3.84638031222379e-06	8.50349485231269e-06	4.51947352461063e-06	2.14155932800851e-06	1.30335401142421e-06	7.45764121280868e-08	0	4.44018529901652e-06	9.31769408025868e-06
Sinorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia	2.36286190314364e-07	4.57919226270538e-08	0	9.03169930070751e-08	0	0	0	2.66671015796192e-08	9.19727388853376e-08	0	2.03695777218225e-06	1.37736334107e-07	3.23642306220807e-08	1.05141510601099e-06	5.83746604160535e-08	5.13813640451296e-07	2.88834257927942e-06	3.50896678892615e-07	5.75837845217574e-08	1.67998616034477e-07	6.46677333603587e-08	0	3.55668321387684e-08	4.20810593083877e-07	9.0902959808176e-07	3.43862422654474e-08	1.99593918772431e-06	2.77693136078796e-07	0	3.29582053866512e-07	4.40582346031838e-07	0	2.26378293886876e-06	5.4893927387145e-07	1.00912445820826e-05	7.76644217138379e-07	3.98454467542269e-07	0	2.05436318466865e-08	1.16740271460786e-07	3.8814153263163e-07
Sodalis	1.6897836904225e-05	0	0	0	0	0	0	0	0	0	4.28050529297617e-07	0	0	0	0	0	0	0	0	4.88375365804554e-07	0	0	0	0	3.00841037375618e-07	0	0	0	0	5.66305730932978e-08	0	0	0	3.53478668412601e-08	0	4.23824052294645e-08	1.42766036373049e-07	0	2.8133451855739e-06	0	0
Solobacterium	3.28382123515932e-06	1.40251921342055e-06	3.46714463003852e-07	4.10747636549266e-07	3.69312492758296e-07	2.80398392286747e-06	1.90760292162223e-07	2.47100347986088e-06	1.27122262308223e-06	1.62473832281205e-07	3.03247038792322e-06	1.29999643079714e-06	1.75709603367864e-06	1.09873171537295e-06	5.79058175843614e-07	1.32686309579629e-06	8.4564494891291e-07	4.09387318515212e-07	6.30404995799214e-07	6.26540313547904e-06	1.42991937325338e-05	2.54547344785928e-07	1.92948868107819e-07	7.07744126039449e-06	1.25466962261489e-06	3.68642211005808e-07	6.54811033755662e-07	2.70342032846273e-06	1.93477460213532e-07	7.76619176295695e-07	2.30261473835634e-06	1.80480703196276e-07	1.08957727998373e-06	6.3770814505793e-07	3.43927306708532e-06	3.90492016219324e-07	1.12812390826028e-06	1.21390737693635e-06	1.4745971621695e-06	9.81957152576731e-07	4.59449873907759e-07
Sphaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36696111258737e-07	0	0	0	0
Sphaerochaeta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13578631245761e-07	0	0	0	0	9.40410728943248e-08	0	0	0	0	0	0	0	0	0	0	0
Spirochaeta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19372352096314e-07	0	3.2438989539086e-07	0	0	0	0	0	0	0	0	0
Sporosarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus	1.61651962407417e-06	2.0482669648781e-06	2.23459077492443e-06	8.60774261081384e-06	1.86162430927672e-06	9.17564582085813e-06	2.80073356147055e-06	8.27365548831751e-06	3.90974207789384e-08	4.29850960463752e-06	4.40251765501631e-06	5.56466482821221e-06	0	1.51909458190163e-06	1.35758505121437e-06	2.0995916375596e-06	3.39005657369265e-07	5.86670141860006e-07	1.76901536233507e-06	1.73810103080865e-06	1.95315295887261e-06	1.00233229022608e-06	1.77697365185616e-06	1.00740640645083e-06	4.0234856428138e-06	1.23525962599723e-06	5.64311504181918e-06	5.0497888369372e-06	5.47328263448275e-06	3.26311868319664e-06	5.37292099855417e-05	0	2.21464648973329e-06	1.36679981134873e-06	4.88756826245541e-06	7.17688185186281e-06	7.99489803689072e-06	0.000120351422556067	2.27028219797849e-06	3.35403140087856e-06	8.41062731797305e-06
Stenotrophomonas	0	0	0	6.86409146853771e-07	0	0	0	0	3.3623781869887e-07	0	0	0	0	0	0	0	3.31472198316615e-07	0	0	0	0	0	0	3.37968600873827e-07	0	0	3.34695099032034e-07	0	0	0	0	3.38807224074899e-07	1.3482447599815e-06	0	0	0	0	0	0	3.21306746042034e-07	0
Streptobacillus	0	0	0	0	9.02356146214127e-07	1.10224747983032e-07	7.09276681151633e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48300517117872e-06	2.4529979095681e-07	2.65189418141699e-07	7.33259138719815e-08	0	0	0	0	0	0	2.93966608626102e-07	1.15087525578114e-05	0	0	0	0	1.42204594564578e-06	0	3.45480931747793e-07
Streptococcus	0.000196159622230157	0.000131840043733849	0.00010924145738186	0.000258634141493203	9.97999590119934e-05	8.29902917309396e-05	0.000141716837984227	0.000891199255910799	0.000530712768403202	0.00014601607675737	0.000210773470708873	0.000210147897954522	0.000233496027722565	0.000181566573259229	0.000231849050391215	0.00031433688781648	8.23896614866744e-05	0.00179345304499699	0.000553347363053295	0.00108494824626805	0.000186851347307053	0.000599889923580716	0.000113253900223517	0.00039741890809775	0.000347556560855753	0.000181522857042426	0.000249245883259993	0.000214846803420655	0.00016316185820767	0.000367678181404399	0.000522497454190331	6.29441131394716e-05	0.000259454391496243	0.000441303237309054	0.0023040818268122	0.000926165377656805	0.000321307923410659	0.000625323627342792	0.000181626204509191	0.000353830811038612	0.00066092226228119
Streptomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Subdoligranulum	8.56075882507831e-05	0.000110364076882661	7.19872195010434e-05	9.77544245351783e-05	0.0007901494389949	0.000147926015276303	3.12812788790863e-05	8.21858008973698e-05	0.000428023137886128	0.000175797185526302	0.00050874798375767	0.000429365000766306	0.000141309309011876	4.42861204441402e-05	9.92502827035904e-05	0.00030158186421255	0.00123156173554113	0.00203779156070494	0.000297294997774577	0.000237392946474198	0.000332376712291158	0.000222867755454104	0.000225036918914601	0.000911921216917155	0.000265741960565788	0.000104051092178562	0.000530921600453576	0.00011250882149794	1.27862378913352e-05	0.000294529930527774	0.000280316449819876	0.000387650047562728	0.00109883030668355	0.00047397800831349	0.00110125355088996	0.000472729141606404	0.000668743745871044	8.8500317619778e-05	5.88342576557938e-05	0.000321956354297577	0.000154319181159243
Succinatimonas	6.39007008447042e-08	0	0	0	1.61306687417839e-08	0	0	2.86430521687168e-07	0	0	0	1.61924439141671e-08	1.05848022088366e-08	0	3.00013194966968e-08	0	1.55810399626542e-08	0.000211046030410638	0	8.8216148827614e-08	0	0	0	1.58864070745009e-08	3.17635155178824e-08	0	0	0	0	2.5904469161208e-08	0	0	0	0	0	1.37667136590163e-07	3.98060798466409e-08	0	2.80394382688519e-08	5.30528227479589e-08	0
Sutterella	5.11939692614685e-05	9.50980847411293e-06	0.00126315268721031	1.32014993206583e-05	1.53924577172585e-05	0.00221899898417157	0.000860696522088132	6.59438760230404e-05	1.37533563382466e-05	2.13293352513419e-05	0.000387883240223635	0.000270608900400055	0.00756986068032768	1.13054382020546e-06	4.10128622914388e-05	1.22437194106358e-06	4.8376266396992e-05	0.00136324927580037	0.00881089063927776	7.70122572332755e-05	0.01263059331975	1.48868270864877e-05	0.000133474962762987	0.00397869844605621	3.82515347762416e-05	9.25858753193439e-06	0.000225092534868979	0.000311117949772803	5.02992991834856e-06	0.00498596910855395	6.1239064193167e-05	1.29149198288402e-05	2.38849059715139e-05	7.92364386747529e-07	0.00424676549267459	0.000121070550896796	8.7410252138511e-06	5.60020726741885e-06	7.66030652080144e-06	0.00401448588089351	0.0051689858785873
Symbiobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus	0	0	0	1.54442058042098e-06	0	0	0	0	0	0	2.47778551679643e-07	0	0	0	0	0	3.55148783910659e-07	0	0	0	0	0	0	0	0	0	0	0	0	8.27561441470059e-06	0	0	0	0	0	0	1.97968903770627e-06	0	0	0	0
Syntrophobacter	0	0	0	0	1.05244451130844e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52682380408397e-06	0	0	0	0	0	0	0	0	0	0	0
Syntrophobotulus	0	0	0	0	0	0	0	3.85697347236932e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90299593240353e-07	0	0	0	0	0	1.44855295441922e-06	3.65456944965625e-07	0	0	0
Syntrophomonas	0	0	0	0	0	0	0	0	0	0	8.49526462901631e-08	0	0	0	0	0	7.27621898743789e-08	3.92185255286735e-07	0	0	0	0	0	1.61593902099891e-07	0	0	0	0	0	0	0	0	0	0	7.0429997641069e-07	0	0	0	0	0	4.20592187891175e-07
Syntrophothermus	0	0	0	0	0	0	0	0	0	0	0	4.4290189449036e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74642479459287e-07	0	0	0	0	0	0	0	0	0	0	0
Tannerella	6.77316040345236e-06	4.64645005764944e-06	5.50490245865305e-07	6.66016331415598e-06	6.37105649177204e-06	8.52535734593925e-06	7.164161173519e-06	2.06951835237499e-06	1.50659198682978e-05	1.08538523546037e-05	1.90823980914728e-05	2.80473718378262e-05	2.53369848532449e-05	2.25809517015902e-05	2.09071841072955e-06	3.01736320625022e-06	5.2704471473634e-05	1.25400465344914e-05	8.85159507578345e-06	1.06873961764936e-05	1.61871001725201e-05	2.33825989245275e-05	1.09705548122489e-05	4.36528116746206e-06	3.54812589957156e-06	1.49499899821167e-05	9.87838066561856e-06	1.64575217508166e-05	1.01855201965803e-05	3.24318454261806e-05	5.14577376846398e-06	5.96025300122519e-06	1.24141063099977e-05	3.04795672964566e-05	2.41799836752519e-05	8.13742180405719e-07	5.27768217570753e-07	4.83905355202159e-07	1.09776899465309e-06	3.70280141826289e-06	1.492122212986e-05
Taylorella	0	0	0	0	0	0	0	0	0	0	6.22038205053496e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidanaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Teredinibacter	9.2614086631091e-07	0	0	0	0	0	0	0	0	0	3.90202443589988e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetragenococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera	2.47931988122791e-06	0	0	0	0	4.45519190949379e-08	3.11458822062593e-08	3.1564054364699e-08	0	0	1.18696312181865e-07	2.42445994779898e-07	0	0	0	6.15653196266236e-08	0	0	1.49419001753063e-08	2.99294679539855e-08	0	0	3.23632399396024e-06	0	2.99249088312185e-07	0	0	0	0	3.09716108334603e-08	1.59703426375793e-08	0	3.02749571852132e-08	0	0	3.87375183797306e-06	0	0	1.73206189461884e-07	5.1947797264281e-07	0
Thermaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermanaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96786016796227e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermincola	0	0	0	0	0	0	0	0	0	3.87434193645981e-07	3.53969359542346e-07	1.4763396483012e-06	3.74500382912649e-07	0	0	0	0	0	2.8517683763156e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44454795712303e-06	4.00609157534281e-07	0	0	0	0	0	0	0
Thermoanaerobacter	0	0	8.32978661506711e-08	0	2.39007910258951e-07	1.71080843333464e-06	5.03357644688255e-07	0	3.8701860363433e-07	5.80583205141046e-07	1.66631058590982e-06	3.4562496940089e-07	2.97213639845782e-06	0	0	0	0	3.72476367406087e-07	7.79362774020571e-07	0	4.65645234046708e-07	1.18457452481264e-07	0	1.77177082021605e-06	0	3.91667686291804e-07	4.00565942990466e-08	3.64500018900206e-07	0	2.82496768128433e-07	0	0	1.651706716956e-06	1.69955400166059e-07	6.18930282300304e-07	3.15085356049353e-07	6.29078672917892e-07	0	0	1.79416500572817e-06	4.08722232110949e-07
Thermoanaerobacterium	0	7.96313773141648e-07	0	5.61607483789449e-07	2.131959087892e-06	0	0	0	2.13049918327339e-06	4.4530307214607e-07	5.99795673795346e-06	8.42673743169024e-06	3.45322466389737e-06	0	2.55265464192234e-07	5.14070418882306e-07	3.39005657369265e-07	0	1.07003929981423e-05	2.72630244453577e-07	1.62436577695003e-06	1.60941515099968e-06	0	7.58837896789162e-06	2.83946578114403e-07	5.44351699591999e-07	4.29018263304698e-06	2.40940690459458e-07	2.93313013145811e-07	0	0	2.58412289548652e-07	4.19325444446569e-06	5.40112500527729e-07	2.74152021441789e-06	3.15018600677307e-06	1.76158770304372e-06	2.87458170384625e-07	0	6.19310469931275e-06	3.70819748929912e-06
Thermodesulfatator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosediminibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosinus	0	0	1.86195230219147e-07	1.16285784878756e-05	1.81675610299621e-07	0	0	5.13476609568602e-05	0	1.91438072154485e-07	0	1.45897094655648e-06	0	0	0	7.80177459244913e-06	1.57936753315564e-06	1.71319591093186e-07	5.28415905023185e-07	0	1.87916825176572e-07	1.83957455617963e-07	3.62363254496158e-07	1.43139642723033e-05	1.96223788216941e-05	3.49505811826274e-05	0	2.0579169561596e-06	0	0	3.14397801754906e-05	0	2.14132991291179e-06	1.97948054311057e-07	1.80217935140383e-07	5.50472651450928e-07	2.27081977854543e-06	0.000101557280666474	3.71235511958947e-07	3.92939250012582e-05	3.65803339497663e-06
Thioalkalivibrio	1.03421121568156e-06	0	0	0	0	0	0	4.69246030763033e-08	0	0	5.38649025390527e-08	0	0	5.96134603324992e-08	0	0	0	0	0	0	0	0	0	0	1.11559231672439e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68175348909651e-08	0	0
Thiobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiomicrospira	0	0	0	0	0	0	0	9.95818087954295e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01123269130755e-08	0	0	0	9.77127016849093e-09	0	0	0	0	0	0	0	0	1.78838266151508e-07	0	0
Thiomonas	5.48344475624641e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.22672986970444e-07	0	0	0	0	0	0	0	0	0	0	0	0	8.66484729135719e-07	4.01288318453974e-07	0	0	0	0
Tolumonas	0	0	0	0	0	0	0	3.64368461675443e-08	0	0	0	0	0	0	0	0	0	0	0	0	3.68039864977157e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema	1.0124287270345e-06	2.96595749908223e-06	2.11128254700727e-06	1.54039790405047e-05	3.12272028186691e-06	1.30036563941275e-06	3.5739132021103e-07	1.74735814770323e-07	3.14910844216095e-06	3.49225276567611e-06	1.03378356333171e-05	5.23122652242869e-06	9.30487454525494e-06	6.36316051725903e-07	5.82456556416533e-07	6.94043600008597e-07	5.25182566676865e-06	5.71528577825523e-06	1.00543083870372e-05	8.94715186985818e-06	4.86479081314284e-06	2.71578145236122e-06	3.8196835084972e-06	2.53715701205789e-05	3.43152393376839e-06	9.88838331979667e-07	6.19163867935079e-06	1.63258001379368e-06	1.78256527326184e-07	2.8900896854229e-06	2.12234089128466e-06	9.34305429683768e-07	6.90393202173719e-06	6.53484138387372e-06	8.86710131552188e-06	6.83620417970429e-06	3.97266459182513e-06	1.29532424439589e-06	8.71685594378743e-08	7.06765173868391e-06	3.58444022492708e-06
Turicibacter	3.29407596840225e-05	1.14426496531429e-05	5.80949727954378e-07	1.49033245600303e-07	4.93368270781717e-08	6.64843586307478e-06	9.05858156398896e-06	1.16821039164103e-05	1.07293925245503e-05	1.26644525212906e-05	1.12123581966216e-05	1.91748682214827e-05	4.46847047793501e-08	6.08031531847091e-06	7.29291355844349e-05	7.66947914114215e-06	5.93474464098513e-07	1.1741010287636e-05	4.28553892371535e-05	2.13321874888962e-05	4.33686835743306e-07	2.1443128965537e-06	0	2.06187472503488e-07	1.57524650616046e-05	3.96503089826271e-08	7.20635380690982e-08	2.17015980880613e-05	1.15230112307283e-07	4.81722046904324e-06	7.75703715648704e-05	3.93468668712615e-07	3.09465351355318e-06	5.09818561830375e-05	1.21863138825138e-05	5.07292082952533e-05	1.13377068454968e-05	5.93037149019082e-06	6.43692417395095e-06	4.70273126144479e-05	5.15364769184754e-06
Ureaplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51969513917427e-08	0	0	0	0	4.2208275125114e-08	0	0	0	0	0	3.60411786550777e-08	0	0	0	0	0	0	0	0	0	8.30054497874063e-06
Variovorax	0	0	0	0	0	0	0	0	0	0	0	5.0497526606666e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34763437036646e-07	0	0	0	0	0	0	0	0	0	0	0	2.45064467320196e-07	0
Veillonella	0.00106316221192186	7.55828939827825e-06	1.51023574237958e-05	3.12909421882651e-05	1.35834830488994e-05	0.000137580066818186	0.00020683843269075	0.000533471871228973	0.000417953704445795	2.29455880012348e-05	0.000120174647293422	5.34874609483899e-05	3.13796327614737e-05	8.1299056050878e-06	0.000220881823045854	0.000770159802744465	3.2951319280783e-06	0.000123771572220068	0.000240518862765372	0.00203719164701045	8.06535866571163e-05	0.000441836370580206	0.000226783057423161	6.9526300998275e-05	0.000741228247930745	4.10526057308865e-05	0.000199422040424599	0.00376725065120624	6.36408195386652e-06	0.000397188929483617	0.00152345381752483	3.42533634975985e-05	4.35887598389176e-06	0.00076630731268592	0.000858871311780327	0.000627840756797928	2.93545283357479e-05	0.00383040390698403	0.000245162437842863	0.000187739972350646	0.000136602169214811
Verminephrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89176071437831e-07	0
Vibrio	2.61287477821332e-06	1.09999049370729e-05	2.62832074266008e-07	6.86409146853771e-07	9.22501215702624e-08	6.79888391455159e-07	7.24060263663487e-07	9.91777668432365e-06	1.99088182124331e-07	8.76647030646197e-06	2.53510963039015e-06	1.32466328834698e-06	3.98202938793196e-08	5.01345456910846e-07	0	1.86729551521606e-06	7.36604885148033e-08	3.52314792651444e-06	7.75740102365643e-08	4.5156699831281e-06	1.22414105195626e-07	6.22963495120593e-08	2.20674315524414e-07	1.74620704670792e-06	2.96970764471613e-06	0	1.98610278546482e-07	5.57572136934616e-07	2.19194376424273e-07	1.92320708217817e-06	0	5.37797775155642e-07	2.7045130350259e-06	2.71546200517826e-06	1.01337931221246e-05	3.13502012551618e-08	6.929314499094e-08	3.09326112712759e-07	4.24294438134434e-06	5.79556367433982e-06	0
