"Type","Block","Num","Pvalue","Enrichment","ET_B_occurence","ET_P_occurence","median","ET_B_median","ET_P_median","FDR"
"Haemophilus_pittmaniae","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.126768296833087,"ET_P",0.9286,1,1.35195857126217e-06,"1.07681040930857e-06","4.17018964532249e-06",0.410132725048223
"unclassified_Clostridium_sp._7_2_43FAA","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.217656479454071,"ET_P",0.9643,0.9231,1.35272812979385e-06,"1.15073911352292e-06","3.04765321879529e-06",0.561145611092527
"Streptococcus_mitis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.771551116478816,"ET_P",1,1,1.40817720355026e-06,"1.34151216555643e-06","1.85649499285857e-06",0.94194783432012
"Granulicatella_adiacens","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.648023767474751,"ET_P",1,1,1.43484520786493e-06,"1.31992075262379e-06","1.50673763778698e-06",0.891032680277783
"Bifidobacterium_dentium","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.623868014495258,"ET_P",0.9286,0.9231,1.4417785486424e-06,"1.37491845618987e-06","3.01103150872862e-06",0.878444544447277
"Campylobacter_hominis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.165312007307225,"ET_B",0.9286,0.8462,1.45249889966912e-06,"2.09771842868593e-06","4.1232485921118e-07",0.466927758047729
"Aggregatibacter_segnis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0849308580408445,"ET_P",1,1,1.49040032936257e-06,"9.30576593607037e-07","2.95978883938263e-06",0.318490717653167
"Bifidobacterium_animalis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.101720800034036,"ET_B",0.9643,1,1.59061509053533e-06,"2.12322567549278e-06","9.81775888034353e-07",0.364868087078607
"Clostridium_spiroforme","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.00756959035108291,"ET_B",1,1,1.59750156920161e-06,"3.14355052675076e-06","6.80767977251032e-07",0.062449120396434
"Bacteroides_coprosuis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.977647945560486,"ET_P",0.9643,0.9231,1.69432126749278e-06,"1.64017286691845e-06","1.97822577701049e-06",0.983609213521221
"Eubacterium_saburreum","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.608675172052433,"ET_P",1,1,1.74817388130441e-06,"1.71949565830338e-06","1.74817388130441e-06",0.865787960246995
"Megasphaera_micronuciformis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.944905346142325,"ET_P",1,1,1.7504012903155e-06,"1.70957263803551e-06","1.93613864751937e-06",0.978790977640409
"unclassified_Streptococcus_sp._oral_taxon_071","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.835734554898376,"ET_P",1,1,1.78244617348092e-06,"1.76871102718149e-06","2.76953303981629e-06",0.94194783432012
"unclassified_Streptococcus_sp._C150","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.648023767474751,"ET_P",1,1,1.87298628112919e-06,"1.56786915242613e-06","2.07391231412339e-06",0.891032680277783
"Streptococcus_pyogenes","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.771551116478816,"ET_B",0.9643,1,1.92839573501845e-06,"2.25532939400678e-06","1.28266953279193e-06",0.94194783432012
"Peptostreptococcus_anaerobius","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.352601567840197,"ET_B",1,1,1.94871676037846e-06,"2.21715238403359e-06","1.28786448642882e-06",0.718262453007809
"Oribacterium_sinus","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.708855486821511,"ET_B",1,1,2.06151746249146e-06,"2.17427386068432e-06","1.76085811851135e-06",0.906675622678677
"Gemella_sanguinis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.167604691470247,"ET_P",1,1,2.14240130995855e-06,"1.76403711788577e-06","4.15215023027226e-06",0.466927758047729
"unclassified_Fusobacterium","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0383136722115772,"ET_B",1,1,2.30713082164317e-06,"3.27277493443007e-06","9.66668326236987e-07",0.180621597568864
"Klebsiella_oxytoca","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.879151312032112,"ET_P",1,1,2.41841883057416e-06,"2.09574986143164e-06","5.70216652714793e-06",0.94194783432012
"Porphyromonas_asaccharolytica","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0356531940704938,"ET_B",1,1,2.51722514498915e-06,"3.02944510632159e-06","1.52439561289017e-06",0.173022853577396
"Ruminococcus_flavefaciens","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.256305586742838,"ET_P",0.8571,1,2.69341219370709e-06,"2.00037062580184e-06","3.49443802600994e-06",0.640763966857095
"Clostridium_perfringens","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.167604691470247,"ET_P",1,1,2.69537545736803e-06,"1.99207912004475e-06","5.09144344894408e-06",0.466927758047729
"Streptococcus_suis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.429544694436273,"ET_P",1,1,2.80071282576289e-06,"2.67637583461625e-06","4.2391596208458e-06",0.778844775626209
"unclassified_Clostridium_sp._SY8519","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.367268636286432,"ET_P",1,1,2.8697084370726e-06,"2.6198018816542e-06","3.17944450376357e-06",0.730112349244112
"Streptococcus_gallolyticus","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.284785500668511,"ET_B",1,1,2.96438194030258e-06,"3.45423207979872e-06","2.17687445763227e-06",0.671280108718633
"Streptococcus_pneumoniae","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.589397754687143,"ET_P",1,1,3.10890774923846e-06,"2.84193347849308e-06","3.93772387651636e-06",0.865787960246995
"Turicibacter_sanguinis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.10717446206271,"ET_P",0.9286,1,3.20592495940898e-06,"1.93340179177355e-06","4.86518065016973e-06",0.370749385333539
"Prevotella_bergensis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",3.57798146733303e-05,"ET_P",0.8929,1,3.25516206223163e-06,"1.40233671901265e-06","3.1537076939978e-05",0.000738543337391076
"Bifidobacterium_bifidum","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.176505866288993,"ET_P",0.9643,1,3.25707434464499e-06,"3.16911297783459e-06","8.41869294802978e-06",0.46973335383361
"Acidaminococcus_fermentans","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.310804070658409,"ET_B",0.9643,1,3.30574380685666e-06,"3.40523290766194e-06","2.15183200982617e-06",0.674771995508388
"Fusobacterium_mortiferum","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.347538543347314,"ET_B",0.8929,0.8462,3.32308637055036e-06,"3.72222427307075e-06","1.88164323320079e-06",0.718262453007809
"Haemophilus_influenzae","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.15079372527759,"ET_P",1,1,3.37408329114131e-06,"2.61287545836059e-06","1.01037461996886e-05",0.466927758047729
"Haemophilus_haemolyticus","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.169791912017356,"ET_P",0.9643,0.9231,3.87876588499197e-06,"2.9837303963851e-06","1.00015053838113e-05",0.466927758047729
"Streptococcus_australis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.429544694436273,"ET_P",1,1,4.50954408212322e-06,"3.24530820821409e-06","7.96345539522866e-06",0.778844775626209
"Dialister_invisus","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.159035822589364,"ET_P",1,1,4.56683569128011e-06,"3.36500668807018e-06","3.48020701965051e-05",0.466927758047729
"Citrobacter_koseri","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.857390396689518,"ET_B",1,0.9231,4.5733065749695e-06,"4.78544647302536e-06","4.23612451018509e-06",0.94194783432012
"Streptococcus_infantis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.589397754687143,"ET_P",1,1,4.57382483312548e-06,"3.07717910204316e-06","6.61607849010516e-06",0.865787960246995
"Prevotella_tannerae","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.608675172052433,"ET_P",1,1,4.5771925056576e-06,"4.51632757934025e-06","4.68147408753673e-06",0.865787960246995
"Salmonella_enterica","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.708855486821511,"ET_B",1,1,4.82628192893536e-06,"4.87080249818127e-06","4.031622000612e-06",0.906675622678677
"Eubacterium_limosum","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0579219914345479,"ET_B",1,1,5.11746282746247e-06,"7.26586274838187e-06","3.38812167045093e-06",0.23892821466751
"Streptococcus_vestibularis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.608675172052433,"ET_P",1,1,5.17864966322364e-06,"4.73947013371194e-06","6.6908981922309e-06",0.865787960246995
"Lactobacillus_ruminis","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.3822997261971,"ET_P",1,1,5.61979043620319e-06,"5.19152473226044e-06","6.64573382602186e-06",0.742111233206135
"unclassified_Lachnospiraceae_bacterium_2_1_46FAA","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0579219914345479,"ET_B",1,1,6.10460973042428e-06,"7.25667495441305e-06","3.38381512734173e-06",0.23892821466751
"Burkholderia_pseudomallei","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.26241028441173,"ET_B",0.9643,0.9231,6.55709283599453e-06,"7.1218826719079e-06","6.33340722063995e-06",0.646234282506499
"Enterobacter_cloacae","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.966926844578101,"ET_P",1,1,6.58549905116615e-06,"5.61376542147277e-06","8.06686637806718e-06",0.978790977640409
"Streptococcus_thermophilus","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.668072053576503,"ET_P",1,1,7.10782103671865e-06,"6.90253636283713e-06","7.24694094514385e-06",0.896194218212382
"Veillonella_atypica","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.879151312032112,"ET_B",1,1,7.22419461915346e-06,"8.46387589283727e-06","2.99440950357269e-06",0.94194783432012
"Anaerostipes_caccae","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0285735385995796,"ET_B",1,1,7.23972727806608e-06,"7.72700980976223e-06","5.03866528261709e-06",0.162573581687263
"unclassified_Citrobacter_sp._30_2","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.814199204072008,"ET_B",1,1,7.95965650363407e-06,"8.89222343401886e-06","5.35485955743318e-06",0.94194783432012
"Eggerthella_lenta","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.000756485597886478,"ET_B",1,1,8.94069487723539e-06,"1.30005825898146e-05","5.25696360196404e-06",0.00734236021478052
"Tannerella_forsythia","Before ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.205255048622275,"ET_B",1,1,9.08985226688936e-06,"1.20264113634244e-05","5.93324163565031e-06",0.537572746391673
